Title,Year,Rating,Votes,Synopsis,Runtime
Amma Ki Boli,2021,6.6,1400.0,Interesting story about the series of events that transpire when one member of a large family purchases a scooter and a couple of his friends take it for a ride.,1h 57m
Asmee,2021,5.7,570.0,"Asmee is a dark love story around a newlywed couple With a mysterious past, during a dinner conversation, The two need to confront harsh truths, and pay a price for their actions",1h 37m
Power Play,2021,5.5,1100.0,"Vijay, a young man, has everything going for him - he lands a plush job and is about to marry his love. But what happens when he finds himself in the center of a conspiracy?",2h 15m
Beni Sevenler Listesi,2021,6.7,619.0,This film is about the gravity of the desire for being loved.,1h 29m
Sridevi Soda Center,2021,6.2,1100.0,"Based on a real-life incident, Sridevi Soda Center portrays a beautiful, emotional love story amidst the much prevalent caste system and politics in the rural areas.",2h 34m
Listening to Kenny G,2021,7.5,1300.0,"An examination of the most popular instrumentalist of all time, Kenny G, and why he is polarizing to so many.",1h 37m
Ja,2021,2.9,1300.0,"Arjun an ad filmmaker falls in love with Vaishnavi, a teacher. They decide to get but his mother doesn't approve. When they find out Vaishnavi is pregnant with a baby girl, Arjun's mother forces Vaishnavi to get an abortion. Will they do it?",1h 45m
Si vive una volta sola,2021,5.4,1100.0,"A group of doctors find out that a coworker is seriously ill, but they can't find the courage to let him know.",1h 45m
The Mutation,2021,2.8,674.0,A mutated rat has been let loose in a city.,1h 27m
Buck Breaking,2021,2.6,1000.0,"As a new threat to Black masculinity rises, Tariq ""K-Flex"" Nasheed joins forces in this documentary to uncover the hidden agenda behind it.",2h 35m
Blood Conscious,2021,4.1,574.0,A vacationing family turns the tables on a mass shooter who claims to be fighting demonic forces.,1h 21m
Couple from the Future,2021,6.3,658.0,"In the near future--2040, Eugene and Alexandra have been married for 20 years and their relationship is like a dried apricot, but divorce is a very expensive service in the future, so that's not an option. Bu fate gives them a chance: they fall into the past, on the very day 20 years ago that young lover Zhenya proposed to his lovely Sasha. Now the couple from the future wants to separate themselves in their youth, but the young will fight for their love.",1h 44m
Kamali from Nadukkaveri,2021,7.4,1400.0,"Kamali From Nadukkaveri embraces the Power and the Importance of Education for Women. Born as a Girl Child in a village called Nadukkaveri, How Kamali becomes the identity of the same village is what this film is all about.",2h 27m
Kya Meri Sonam Gupta Bewafa Hai,2021,4.2,1200.0,"In this ZEE5 Original film, Sintoo, a dejected lover, pens down his feelings on a currency note which goes viral and triggers a chain of hilarious events. Will he overcome the heartbreak and find closure?",2h 16m
The Demon's Waltz,2021,3.4,507.0,"Becca, a private investigator, is hired to look into the origins of a viral TikTok Challenge that has haunted and caused the deaths of several people. The deeper she digs into the mystery, the more she realizes there is a very real evil lurking behind the scenes.",1h 56m
The One and Only Dick Gregory,2021,7.9,507.0,Chronicles the incredible life and times of legendary comedian and activist Dick Gregory.,1h 53m
Get the Grift,2021,5.4,891.0,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",1h 34m
Skylab,2021,6.7,683.0,The period drama deals with the crash of an experimental lab built in space called 'Skylab',2h 28m
Azzurri: Road to Wembley,2021,7.1,968.0,Follows the Italian soccer team's road to succes at the 2020 European Championship.,1h 1m
García y García,2021,4.4,803.0,Two men with the same name endure the funny consequences of getting mixed up during a business trip.,1h 38m
Tunka Tunka,2021,8.0,844.0,"A boy dreams of becoming a national-level cyclist, but his father is a poor farmer who wants him to study. His talent is noticed by a professional cycling coach who insists he join the academy for training.",1h 58m
The Box,2021,6.5,3900.0,"A music producer fallen from grace finds an artist - Ji Hoon who has everything needed to make it big and discovers the one thing holding him back, paralyzing stage fright.",1h 34m
Yaar Anmulle Returns,2021,5.3,725.0,The story of three friends and the survival of their friendship that surpasses the test of misunderstandings and time.,2h 10m
Barun Rai and the House on the Cliff,2021,4.2,630.0,"Newly-weds Soumili and Harmesh Banerjee have just moved into their dream home and life should be perfect. But their love is being tested by unexplained incidents. Enter Barun Rai, As his expertise lies in solving paranormal activities.",1h 58m
Mollo tutto e apro un chiringuito,2021,5.6,620.0,"After an important deal falls through, a middle-aged businessman from Milan decides to escape the city's hustle and buys a bar on a beach in Sardinia, but he learns that the place doesn't look that good.",1h 35m
Missing: Search vs Revenge,2021,8.3,1700.0,Gowtham (Harsha Narra) and Sruthi (Nikkesha) are a newly married couple. One night they meet with an accident and Sruthi is missing ever since. Gowtham's search for Sruthi with the help of his friends and Meena (Misha Narang) is the story.,2h 13m
Christmas Down Under,2021,4.3,939.0,"Tightly-wound Ellie flies to Australia and enlists the help of an Aboriginal Tour Guide and a YouTube-famous Uber driver to find her husband and his eclectic family, and find her true self along the way, all before Christmas.",1h 25m
Érase una vez en Euskadi,2021,6.1,653.0,"A group of 12-year-old friends will have to learn to deal with loss and adversity, thanks to the power of friendship.",1h 40m
Rudra Thandavam,2021,5.5,3200.0,"Rudran, a fearless cop who battles against drug mafia, gets trapped in a PCR case, unfortunately. Will he prove himself innocent?",2h 48m
Found,2021,7.5,1500.0,The story of three American teenage girls-each adopted from China-who discover they are blood-related cousins on 23andMe. Their online meeting inspires the young women to confront the burning questions they have about their lost history.,1h 37m
Sakath,2021,7.3,571.0,"Sakath is a comedy courtroom drama starring Ganesh. Sakath revolves around Baalu, who makes people believe that he is visually impaired. Baalu witnesses a cold blooded murder. How does Baalu provide witness in court?",2h 25m
Natyam,2021,6.5,1300.0,"In the ancient dance village Natyam, Sitara attempts to resurrect her Guru's forgotten masterpiece choreography and discovers the true power and purpose of Indian Classical Dance. To dance is to tell a story that can change our world.",2h 16m
Namaste Wahala,2021,4.9,1700.0,A Nigerian woman and an Indian man won't let cultural differences get in the way of their romance.,1h 46m
La svolta,2021,6.3,998.0,A slacker who does his best to avoid confrontation strikes up an unlikely friendship with a dangerous thug who suddenly forces his way into his life.,1h 37m
Guerra de likes,2021,5.0,591.0,"In order to advance her career in the dynamic world of publicity in Mexico City, Raquel tries to reunite with her high school friend Cecy who has become the queen of social media. But unlike followers, friendships do not come instantly.",1h 43m
Hysterical,2021,7.2,535.0,"Hysterical is an honest and hilarious backstage pass into the lives of some of stand-up comedy's most boundary-breaking women, exploring the hard-fought journey to become the voices of their generation and their gender.",1h 27m
Nenu Leni Naa Premakatha,2021,8.1,1600.0,"Love can be timeless and boundless. Story revolves around a true love blossoming between 2 sweet adorable persons belonging from two different timelines (1983 and 2020), a HAM Radio acting as fate connecting them to fulfill their destiny.",2h 3m
Alpha Rift,2021,4.1,1500.0,"When a magic helmet thrusts Nolan Parthmore into a world of modern-day knights fighting supernatural evil, he's forced to become the hero he was destined to be.",1h 34m
The Phantom,2021,6.5,1000.0,"Carlos DeLuna was arrested in 1983 aged 21 for the murder of Wanda Lopez, and protested his innocence until his execution, declaring that it was another Carlos who committed the crime.",1h 22m
Hell Is Empty,2021,3.9,673.0,"A self-styled messiah initiates a teenage runaway into his cult of sister-wives. Her rebellious nature upends the community, triggering a bloody uprising against the patriarch.",1h 38m
Shaadi Mubarak,2021,6.9,723.0,A love tale of a non-expressive couple who happens to fall in love with each other unraveling the hurdles on their paths and what choices they make and the consequences that await in ending up the unexpected situations.,2h 16m
Ram Asur,2021,3.9,2800.0,The film's story is said to be set in two different eras: one is story set in 1989 while the other that runs concurrently is set in 2020. What's the connection between these two stories and the reason behind it forms the main plot of the movie.,2h 12m
Kandis for livet,2021,7.3,614.0,"Kandis for Life is an entertaining, life confirming and touching documentary about a cohort of unusual Danes who finds comfort and meaning in life through their attachment to their idol, dance band star Kandis-Johnny.",1h 34m
